,ID,Text,Englisch
10,IR28ER,"Vor der Bearbeitung der Aufgaben habe ich die Vorlesung angeschaut und mir währenddessen Notizen gemacht. Bei der Bearbeitung habe ich anhand dieser Aufzeichnungen und Folien die Aufgaben bearbeitet und kam damit relativ gut zurecht. Die erste Aufgabe fiel mir dabei einfacher zu beantworten. Bei der zweiten Frage fiel es mir zuerst etwas schwer, da ich das Verhalten der Lehrkraft schon vor dem „Schwammwurf“ nicht nachvollziehen konnte und anders gehandelt hätte, was meiner Meinung nach eine solche Eskalation ausgeschlossen (oder zumindest unwahrscheinlicher) gemacht hätte. Nach der Bearbeitung habe ich mit Erfreuen festgestellt, dass meine erste Aufgabe eine hohe Übereinstimmung mit der Musterlösung hat. Bei der zweiten Aufgabe bin ich zu ungenau vorgegangen und habe das Verhalten direkt nach dem Wurf vernachlässigt, sondern bin zu sehr auf die Prävention weiterer Ausschreitungen eingegangen. Diese deckten sich teils mit der Musterlösung.","Before processing the tasks, I looked at the lecture and made notes. During the processing, I worked on the tasks based on these records and foils and thus coped relatively well. The first task was easier for me to answer. In the second question, it was a bit difficult for me at first, since I could not understand the behavior of the teacher before the ""sponge throw"" and would have acted differently, which in my opinion would have made such an escalation (or at least less likely). After processing, I found that my first task has a high level of agreement with the sample solution. In the second task, I went down too inaccurate and neglected the behavior immediately after the throw, but went into the prevention of further riots too much. Some of them coincided with the sample solution."
11,RE14BR,"Dieser Themenbereich hat mich persönlich sehr interessiert, da es schon jetzt mein Albtraum ist in Zukunft vor einer Klasse zu stehen, die nicht auf einen hört egal wie sehr man sich anstrengt und welche Maßnahmen man ergreift, um der Unterrichtsstörung entgegenzuwirken. Daher war meine Motivation sehr groß als ich mich diesem Themenbereich gewidmet habe und ich habe mit großem Interesse über die verschiedenen Möglichkeiten zur Präventions- und Interventionsmaßnahmen informiert. Genau so eine Situation wie in dem Fallbeispiel dargestellt wird ist glaube ich eines der schlimmsten Dinge, die einem im Lehrerberuf passieren kann und ich fand es sehr aufschlussreich über die verschiedenen Möglichkeiten zu lesen, wie man mit so etwas zurechtkommt. Es hat mich beim Erarbeiten des Themenbereichs erstaunt, wie vieles von den vorgeschlagenen Dingen ich intuitiv getan hätte, ohne mich vorher darüber zu informieren. Es war während dem Bearbeiten jedoch wichtig die verschiedenen Aspekte der Prävention und Intervention noch einmal zu Lesen und auch verschiedene Herangehensweisen aufgezeigt zu bekommen. Da mich das Thema sehr interessiert hat, konnte ich konzentriert die Folien und Texte durcharbeiten. Wie bereits in der letzten Reflexion erwähnt, finde ich das Selbstständige arbeiten als Ergänzung zu den Vorlesungen als sehr angenehm, da man sich durch die eigene Erarbeitung des Themas ein viel tieferes Verständnis von der Materie erlangt als es über einen Frontalunterricht möglich wäre. In dieser Aufgabe viel es mir leichter einen roten Fanden zu finden und an diesem Faden entlang das Portfolio zu erstellen. Als Lehrer ist es wichtig sein Handeln zu rechtfertigen, wenn man jedoch nur intuitiv handelt, ist es schwierig dies zu tun. Jetzt fühle ich mich mehr dazu im Stande, da ich die Zusammenhänge besser nachvollziehen kann. Allgemein fand ich das Lernmodul sehr gelungen und nachvollziehbar aufgebaut und dieses sehr wichtige Thema wurde uns meiner Meinung nach sehr gut nahegebracht.","I was very interested in this topic personally, since it is already my nightmare in front of a class in the future that does not listen to one no matter how much you can try and what measures you take to counteract the teaching disorder. Therefore, my motivation was very great when I devoted myself to this topic and I informed with great interest about the various options for prevention and intervention measures. Just as a situation as shown in the case study is one of the worst things that can happen to you in the teaching profession and I found it very revealing to read about the various ways of how to get along with something like this. When developing the subject area, I was amazed at how much of the proposed things I would have done intuitively without informing myself beforehand. However, it was important to read the various aspects of prevention and intervention again during editing and also showed various approaches. Since I was very interested in the topic, I was able to work through the foils and texts. As already mentioned in the last reflection, I find the independent work as a supplement to the lectures as very pleasant, since you get a much deeper understanding of matter through your own development of the topic than would be possible through frontal lessons. In this task it was easier for me to find a red one and to create the portfolio along this thread. As a teacher, it is important to justify his actions, but if you only act intuitively, it is difficult to do this. Now I feel more able to do so because I can better understand the connections. In general, I found the learning module very successful and understandable and this very important topic was very well approached in my opinion."
12,MA19NU,"Ich bin genauso vorgegangen wie beim Thema Pädagogische Diagnostik. Zuerst habe ich mir die Vorlesung durchgelesen und anschließend die Aufgabe bearbeitet. Ich hatte weniger Konzentartionsschwierigkeiten als beim ersten Thema. Das liegt vielleicht auch daran, dass es heute nicht so heiß ist und die ersten Hürden und inneren Wiederstände nicht mehr so groß waren, als beim ersten Mal. Ich habe die Aufgabenstellung verstanden und ich hatte schon implizites unwissenschaftliches Vorwissen zu diesem Thema. Ich unterrichte einmal die Woche eine Deutschklasse an einer „Brennpunktschule“. Ich bin also wohl vertraut mit jeglicher Art der Unterrichtsstörung. Tatsächlich habe ich meinen Unterricht und mein Verhalten im Verlauf meiner Tätigkeit ähnlich angepasst wie es hier beschrieben ist. Aber ich habe auch noch viel Neues dazu gelernt. Ich freue mich, es das nächste Mal im Unterricht „auszuprobieren“. Also alles in allem ging mir diese Aufgabe leicht von der Hand. Auch der Erwartungshorizont deckt sich im Wesentlichen mit meinen Ausführungen. Ich habe hier die selben „Fehler“ gemacht, wie schon bei der ersten Aufgabe. Ich könnet etwas ausführlicher schreiben. Aber ich glaube ich habe gute Grundkenntnisse erlangt und konnte man implizites Vorwissen erweitern. ","I went just as much as the subject of pedagogical diagnostics. First I read through the lecture and then worked on the task. I had less concentration difficulties than on the first topic. This may also be due to the fact that it is not so hot today and the first hurdles and inner rescues were not as big than the first time. I understood the task and I already had implicitly unscientific prior knowledge on this topic. I teach a German class at a ""focal point school"" once a week. So I'm probably familiar with any kind of teaching disorder. In fact, I have adapted my lessons and behavior in the course of my work as described here. But I also learned a lot of new things. I look forward to ""trying out"" it next time in class. So all in all, this task was easy for me. The expectation horizon is also essentially coincided with my explanations. I made the same ""mistakes"" here as with the first task. I could write a little more in more detail. But I think I have achieved good basic knowledge and you could expand implicit prior knowledge."
13,MO28BE ,"Zuerst habe ich mir die Vorlesung angeschaut und die Folien vom Basisseminar nochmals durchgelesen. Dabei sind mir bereits erste Punkte aufgefallen, die ich mir notiert habe. Während ich den Text geschrieben habe, bin ich immer wieder in die Folien gegangen und habe die Punkte, die ich mir bereits aufgeschrieben hatte, nochmal vertieft. Die Situation fand ich schon sehr realitätsnah, obwohl ich den Teil mit dem Schwamm schon echt grenzwertig fand. Nachdem ich jetzt die Antwort gelesen habe, sehe ich ein paar Unterschiede, aber finde ich habe die wichtigsten Aspekte getroffen. ","First I looked at the lecture and read the foils from the basic seminar again. I have already noticed the first points that I wrote down. While I wrote the text, I kept going to the film and deepened the points that I had already written down. I found the situation very realistic, although I found the part with the sponge really borderline. Now that I have read the answer, I see a few differences, but I think I have met the most important aspects."
14,Bi13Ne,"Nachdem ich gestern den Ersten Aufgabenteil zur Pädagogischen Didaktik gemacht hatte und dabei ziemlich kritisch war, habe ich mich heute gefragt, ob ich nicht ein bisschen zu streng war, da ein paar Punkt doch hängen geblieben sind und sich als recht nützlich erwiesen haben. Mit dem Schluss, dass der Inhalt durchaus nützlich nur die übertriebene Verwendung von Fachbegriffen nicht zufriedenstellend war, bin ich in diesen Arbeitsprozess gestartet. Meine Arbeitsbegeisterung war nicht allzu hoch sondern eher auf das neutrale hingehend. Ich wollte diesem Kurs nochmal einen frischen Start geben und versuchen meine bisherigen Kurserfahrungen mit FAU-Kursen hinter mir zu lassen, um mich besser auf diesen Kurs einlasen zu können. Während der Bearbeitung hat sich meine Einstellung vom neutralen dann eher ins positive gewendet. Anstatt stark auf Referenzen und Fachbegriffe zu gehen, hat sich dieser Block meines Erachtens wirklich an möglichen Handlungsmustern im Alltag orientiert und war wirklich interessant für mich. Ich konnte einiges für mich mitnehmen und hatte auch bei der Bearbeitung der Aufgaben das Gefühl mit dem zufrieden zu sein, das ich da geschrieben hatte. Außerdem hatte ich das Gefühl, dass das zur Verfügung gestellte Material mir dieses Mal auch wirklich weitergeholfen hat, indem es mir neue Denkmuster/- möglichkeiten aufgezeigt hat. Während der Bearbeitung war ich rundum zufrieden mit meinem eigenen momentanen Lernprozess. Im Nachhinein bleibt bei mir ein zufriedenes Gefühl (mit zum ersten mal seit ich an der FAU angefangen habe, was auch mal schön ist). Die Musterlösung muss ich ehrlich sagen war okay, ich fand jedoch schade, dass sie auf eine gewisse art und weise trotzdem sehr theoretisch gewirkt hat, aber anyways… Anmerkung: Zwecks dem Code der hier am Anfang immer angegeben werden muss, habe ich mich gefragt, ob die Annahme, dass jede Person eine „Mutter“ hat, für mich etwas fragwürdig ist, zumal wir in einem Zeitalter von alternativen Familienmodellen leben, mit mehreren Müttern, mehreren Vätern oder gar Eltern, die ihre Rolle als Erziehende Person nicht gendern wollen. Es wäre vielleicht eine Überlegung wert dies zu überdenken","After making the first part of the task yesterday to do pedagogical didactics and was quite critical, I wondered today whether I wasn't a little too strict because a few points got stuck and proved to be quite useful. With the conclusion that the content was only useful, only the exaggerated use of technical terms was not satisfactory, I started this work process. My enthusiasm for work was not too high, but rather on the neutral. I wanted to give this course a fresh start and try to leave my previous course experiences with FAU courses behind me in order to be able to go into this course better. During the processing, my attitude from the neutral turned more into the positive. Instead of going heavily on references and technical terms, this block has really oriented itself to possible patterns of action in everyday life and was really interesting for me. I was able to take a lot with me and also had the feeling of being satisfied with the tasks that I wrote. I also had the feeling that the material provided this time really helped me by showing me new thinking patterns/possibilities. During processing, I was completely satisfied with my own current learning process. In retrospect, I have a satisfied feeling (for the first time since I started at the FAU, which is also nice). I have to honestly say the sample solution was okay, but I thought it was a shame that it still worked very theoretically, but Anyways ... Note: I was wondering for the code that always has to be given here at the beginning, Whether the assumption that every person has a ""mother"" is a bit questionable for me, especially since we live in a age of alternative family models, with several mothers, several fathers or even parents who do not want to gender their role as an educational person. It might be worth considering this"
15,Ju12Au,"Aufgrund der ersten Aufgabenbearbeitung war das herangehen an die Aufgabe einfacher. Zuerst habe ich auf der Website StudOn, unter „Vorlesung Schulpädagogik I“ nachgeschaut, welche Leistung ich erbringen muss, um die Aufgabe vollständig zu erfüllen. Zu Beginn habe ich mir die Vorlesung „Klassenmanagement und Umgang mit Störungen“ durchgelesen und wichtige Informationen herausgearbeitet. Als nächstes habe ich die Aufgabenstellung gelesen und zusammengefasst. Diese erforderte eine Analyse der Situation. Hier fällt es mir schwer, die beiden Punkte Analyse und Lösungsansatz zu trennen. Im zweiten Teil wurde von mir eine persönliche Analyse gefordert, wie „ich“ aus meiner Perspektive handeln würde. Hier habe ich bewusst die Lehrkraft mit einbezogen, da ich die Situation so objektiver betrachten kann und bessere Vorgehensweise ermitteln konnte. Mit meinen Notizen, Stichpunkten war die Bearbeitung der Aufgaben gut möglich. Die Mitschrift von Fachbegriffe und Handlungsvorschlägen, halfen mir die Situation der Lehrkraft zu analysieren und somit den roten Faden zu behalten","Due to the first task processing, the approach to the task was easier. First I checked on the Studon website, under ""Lecture School Education I"", what performance I have to perform in order to fully perform the task. At the beginning I read the lecture ""Class Management and Dealing with Disorders"" and worked out important information. Next I read and summarized the task. This required an analysis of the situation. It is difficult for me to separate the two points analysis and solution. In the second part, I asked for a personal analysis of how ""I"" would act from my perspective. Here I deliberately included the teacher because I can look at the situation more objectively and could determine better approach. With my notes, key points, the processing of the tasks was quite possible. The transcription of technical terms and proposals for action helped me analyze the situation of the teacher and thus keep the common thread"
16,MA15JE,"Ich war voller Tatendrang und war sehr an der Thematik interessiert. Die schriftlichen Aufgaben waren machbar. Nicht zu leicht, aber auch nicht zu schwer. Zeitlich hatte ich meine Bedenken, ob die Menge an Aufgaben zu schaffen sei. Ich habe es jedoch neben meiner Prüfungszeit noch bewältigen können. Mit meinem Ergebnis meiner schriftlichen Aufgabe bin ich sehr zufrieden. ","I was full of drive and was very interested in the topic. The written tasks were feasible. Not too easy, but not too heavy either. In terms of time, I had my concerns whether the amount of tasks was to be created. However, I was able to cope with it in addition to my exam time. I am very satisfied with my result of my written task."
17,CH18BA,"Auch bei dieser Aufgabenstellung erstellte ich mir zunächst einen Überblick über das Kapitel „Klassenmanagement und Störungen im Unterricht“, um mir eine inhaltliche Basis zu schaffen. Mit dieser inhaltlichen Grundlage konnte ich mich in die Situation der Lehrkraft aus der Aufgabe besser reindenken und produktiver nach einer Lösung suchen. Ich konnte mit Hilfe der neuen Informationen des Kapitels die Situation besser einschätzen und notieren, welche vorbeugenden Aspekte die Klasse aus der Aufgabe eventuell gehindert hätten, mit der Lehrkraft wie in der Aufgabe beschrieben umzugehen. Die Bearbeitung des Kapitels und der darauffolgenden inhaltlichen Aufgaben hat mir geholfen, die Thematik besser zu verstehen und selbst Lösungsansätze zu entwickeln","With this task, too, I first created an overview of the chapter ""Class Management and Disorders in Lessons"" in order to create a content. With this basis of content, I was able to think better in the situation of the teacher from the task and search for a solution more productively. With the help of the chapter's new information, I was able to better assess the situation and note which preventive aspects the class might have prevented from dealing with the teacher as described in the task. The processing of the chapter and the following tasks helped me to better understand the topic and to develop solutions myself"
18,MO09LÜ,"Bei dieser Aufgabe hatte ich bereits umfassende Vorkenntnisse sowohl praktischer als auch theoretischer Natur. Durch die Vorlesung Psychologie I war mir etwas das Konzept Kounins bereits vertraut und ich habe in meinen Praktika bereits versucht, diese Grundsätze zu beachten. Bisher habe ich sehr wenig Erfahrungen mit gravierenden Unterrichtsstörungen gemacht und nehme an, dass meine Präventivmaßnahmen einerseits durchaus wirksam waren, andererseits ich auch einfach Glück mit sehr disziplinierten Klassen hatte. In Interventionsmaßnahmen bis maximal der direkten Ansprache bin ich schon geübt, ernstere Maßnahmen waren in der Praxis noch nicht nötig. Insofern war ich gespannt auf die Bearbeitung dieses doch recht herausfordernden Fallbeispiels mit einer massiven Unterrichtsstörung in Form des Schwammwurfs. Ich war mir auch im Vorhinein schon darüber bewusst, dass mir ein deutliches Einfordern und resolutere Disziplinierungen nicht leichtfallen, weil ich sehr viel über eine intakte Beziehungsebene, eine sehr wertschätzende Klassenatmosphäre, schwungvollen Unterricht, Positionierung im Raum und einen weichen Führungsstil arbeite. Ich war beim Arbeiten auch aufgrund eines gewissen Zeitdrucks sehr konzentriert und habe effizient gearbeitet. Dieses Mal hatte ich etwas größere Schwierigkeiten mich durch die doch längeren Texte zu arbeiten, die auch sehr unterschiedliche Situationen besprochen haben. Gerade, was die Einordnung von Konflikten nach Schweregrad anbelangt, habe ich auch Neues gelernt. Mein theoretisches Wissen zur Thematik schätze ich als relativ fundiert ein und konnte es in dieser Lerneinheit auch weiter ausbauen. Verbesserungspotenzial sehe ich beim Umgang mit Zentral- und Extremkonflikten. Ich würde mich als sehr empathisch und wohlwollend bezeichnen, sodass es sicherlich eine Herausforderung für mich sein wird, auch auf meine eigenen Grenzen zu achten. Insb. bin ich noch nicht mit Prozessen vertraut, die in Gang gesetzt werden müssen, wenn es zu absolut gravierenden Extremkonflikten kommt. Hierfür ist denke ich auch weitere Praxiserfahrung unerlässlich. ","In this task, I already had extensive previous knowledge of both practical and theoretical nature. Through the lecture Psychology I I was already familiar with the concept of Kounins and in my internships I have already tried to observe these principles. So far I have had very little experience with serious teaching disorders and assume that my preventive measures were quite effective on the one hand, on the other hand I was simply lucky with very disciplined classes. I am already practiced in intervention measures up to a maximum of direct addressing, more serious measures were not yet necessary in practice. In this respect, I was looking forward to processing this quite challenging case study with a massive teaching disorder in the form of the sponge throw. I was also aware in advance that it was not easy for me to demand a clear and resolute discipline, because I work a lot about an intact level of relationship, a very appreciative class atmosphere, lively teaching, positioning in the room and a soft management style. I was also very concentrated when working due to a certain time pressure and worked efficiently. This time I had a little bigger difficulty working through the longer texts that have also discussed very different situations. Especially when it comes to the classification of conflicts after severity, I also learned new things. I appreciate my theoretical knowledge on the subject as relatively well -founded and was able to further expand it in this learning unit. I see improvement potential when dealing with central and extreme conflicts. I would describe myself as very empathetic and benevolent, so it will certainly be a challenge for me to also pay attention to my own limits. In particular, I am not yet familiar with processes that have to be started when there are absolutely serious extreme conflicts. I think further practical experience is essential for this."
19,UL04AL,"Wie bereits erwähnt, ist mir die Ausarbeitung von Fallbeispielen geläufig. Bei der Ausarbeitung musste ich mich aus Zeit- und Platzgründen etwas kürzer fassen. Ich hätte mit dem gegebenen Stoff noch weitere zwei Seiten füllen können. Die Arbeitsabläufe und Zeitmanagement war bei dem Aufgabenblock zwei bereits deutlich strukturierter und besser als beim Arbeitsblock eins. Es hat zwar etwas gedauert sich in die fachliche Ausarbeitung von Fallbeispielen reinzuversetzen, doch nach bereits den ersten paar Zeilen der Analyse war die Arbeitsstruktur wieder voll aufgebaut. Eine solche Aufgabestellung im Rahmen der Prüfungsvorbereitung oder in diesem Fall der Qualifikation für die Prüfung hat nicht nur Freude bereitet, sondern war auch sehr informativ.","As already mentioned, I am familiar with the development of case studies. During the elaboration, I had to grasp myself a little shorter due to reasons of time and space. I could have filled another two pages with the given fabric. Working processes and time management were already significantly more structured and better than in the working block one. It took a while to put on the technical elaboration of case studies, but after the first few lines of the analysis, the work structure was fully rebuilt. Such an issue in the context of the exam preparation or in this case of qualification for the examination not only was fun, but was also very informative."
20,NA16WO,"Als ich das Thema Klassenmanagement und Umgang mit Störungen gelesen haben, war ich sehr erfreut, dass es hier behandelt wird. Für mich persönlich sind Störungen im Unterricht, das wovor ich am meisten Respekt habe. Ich habe mir erhofft wie ich es lerne mit extremeren Situationen im Unterricht umzugehen. Das Thema empfand ich als sehr wichtig, da ich es als ein Handwerkzeug für Lehrer ansehe, womit man umgehen muss. Die Aufgabenstellung war für mich verständlich. Die Lerninhalte empfand ich als schlüssig und logisch dargestellt, was mir die Bearbeitung der Aufgabe erleichterte. Eine motivierte Arbeitsweise war für mich möglich, da das Thema alltagsbezogen für eine Lehrkraft ist. Ich schätze mein Lernergebnis durch die selbstständige Aneignung der Thematik und Bearbeitung der Aufgabe mithilfe des Foliensatzes als gut ein. Natürlich kenne ich den Sachverhalt nicht wortwörtlich, aber habe eine grobe Einteilung über die verschiedenen Vorgehensweisen, wie man Konflikte löst und vorbeugt im Kopf. Mit der Thematik Klassenmanagement und Umgang mit Störungen bin ich insgesamt gut klargekommen. Vor bevorstehenden Praxiserfahrungen werde ich mir den Foliensatz nochmal zu Gemüte führen um besser vorbereitet zu sein.","When I read the topic of class management and dealing with disorders, I was very pleased that it would be treated here. For me personally, there are disorders in class, which I have most respect for. I hoped to learn how to deal with more extreme situations in class. I found the topic very important because I see it as a hand tool for teachers, what you have to deal with. The task was understandable to me. I found the learning content to be conclusive and logical, which made it easier for me to process the task. A motivated way of working was possible for me because the topic is everyday for a teacher. I appreciate my learning result through the independent appropriation of the topic and processing of the task with the help of the slide rate as good. Of course, I do not literally know the facts, but have a rough division of the various procedures, how to solve conflicts and prevent them in the head. With the topic of class management and dealing with disorders, I came along well overall. Before upcoming practical experience, I will take a look at the film set again in order to be better prepared."
